automobile	sportiva
mela	gialla
denaro	facile
sole	caldo
pomodoro	rancido
latte	materno
torre	moderna
bottiglia	verde
pecora	nera
poltrona	piena
cuore	logico
animale	adolescente
melanzana	gialla
cuore	solitario
torre	medievale
braccio	armato
peperone	giallo
bandiera	bianca
stella	verde
uniforme	militare
scatola	magica
notte	opaca
orso	tropicale
limone	blu
denaro	difficile
soldato	semplice
sorriso	divertito
folla	rinsavita
bistecca	bassa
famiglia	semplice
mela	nera
zucchero	amaro
elefante	africano
braccio	calmo
ferro	caldo
sedia	analogica
limone	rosso
letto	temperato
ferita	otturata
scatola	fatata
avvocato	difensore
uva	bianca
cenere	gialla
albicocca	viola
cavallo	razionale
orso	affamato
stella	rossa
brezza	diurna
melanzana	viola
automobile	agonistica
fiamma	pigra
casco	beige
orso	polare
gufo	muto
stazione	laterale
avvocato	attaccante
erba	rossa
zucchero	dolce
specchio	muto
piccione	verde
arma	vincente
animale	adulto
pelle	sensibile
fragola	rancida
investigatore	pubblico
inverno	lungo
sale	grosso
pomodoro	fresco
vedova	nera
bottiglia	ocra
scuola	paterna
gallina	vecchia
peperone	rosso
sedia	elettrica
sorriso	depresso
elefante	europeo
alghe	marine
sole	freddo
cane	infido
uva	marrone
quercia	stretta
barba	lunga
arma	nera
cavallo	pazzo
orso	sazio
mela	rossa
ferita	aperta
stazione	centrale
inverno	lento
erba	secca
peperone	ocra
cane	fedele
caverna	buia
latte	diviso
denaro	sporco
arma	perdente
persona	aperta
gufo	parlante
pianeta	blu
fragola	fresca
letto	caldo
ghiaccio	snello
sorriso	diabolico
peperone	cremisi
alghe	fossili
carota	grassa
formaggio	fiacco
pianeta	rosso
oca	bianca
vedova	bianca
gallina	giovane
cuore	matto
fiamma	viva
braccio	inerme
brezza	notturna
soldato	complesso
sale	sottile
romanzo	giallo
latte	paterno
lago	maggiore
bacio	passionale
uova	fresche
arma	bianca
fumo	nero
albicocca	secca
limone	giallo
arancia	salata
cuore	affollato
scuola	materna
fumo	pulito
banana	rosa
segretaria	privata
formaggio	fresco
cuore	aperto
principe	azzurro
bacio	distaccato
notte	superficiale
poltrona	vuota
uova	stantie
pera	corta
